vehicle_id,driver_id,manufacturer,model,vehicle_type,battery_capacity_kwh,battery_percentage,motor_power_kw,motor_power_bhp,total_torque_nm,drive_type,claimed_range_km,estimated_range_km,trip_id,driver_name,driver_experience_years,mail,password,registration_number,vehicle_weight_gvwr_kg,trip_date,road_type,trip_duration_minutes,trip_distance_km,trip_status,speed_kmph,avg_speed_kmph,max_speed_kmph,odometer_km,vehicle_motion_status,battery_temperature_c,motor_temperature_c,energy_consumption_kwh,energy_consumption_rate_kwh_100km,charging_status,energy_added_kwh,charging_cost_inr,driving_behavior,driver_rating,driver_score,overspeed_count,harsh_braking_count,rapid_acceleration_count,base_fare_inr,distance_fare_inr,time_fare_inr,surge_amount_inr,tax_inr,discount_inr,gross_revenue_inr,commission_inr,net_revenue_inr,energy_cost_per_trip_inr,driver_salary_per_trip_inr,maintenance_cost_per_trip_inr,vehicle_total_operating_cost_inr,trip_profit_inr,profit_margin_percent,vehicle_in_garage,maintenance_type,maintenance_status,maintenance_date,last_maintenance_date,next_maintenance_date,acceleration_0_100_s,top_speed_kmh,car_length_mm,car_width_mm,car_height_mm,wheelbase_mm,cargo_volume_l,kerb_weight_kg,max_payload_kg
EV002,D002,Tata,Tiago EV,Hatchback,24.0,58.71,55,75.0,114,FWD,285.0,135.48,TRIP00000364,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,167,107.82,Completed,29.1,38.7,53.4,16108.16,Running,27.8,48.4,11.21,10.4,Not Charging,0.0,0.0,Safe,4.12,80.58,0,2,3,50.0,1293.84,334.0,31.18,88.95,50.0,1747.97,262.2,1485.77,84.08,231.3,34.91,350.29,1135.48,64.96,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,31.79,55,75.0,114,FWD,285.0,35.79,TRIP00000365,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,Highway,12,17.63,Completed,76.8,86.0,97.0,16125.79,Running,40.5,70.4,3.76,21.32,Not Charging,0.0,0.0,Safe,4.36,85.2,2,0,0,50.0,211.56,24.0,39.03,17.53,30.0,312.12,46.82,265.3,28.2,116.25,20.9,165.35,99.95,32.02,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,46.3,55,75.0,114,FWD,285.0,100.56,TRIP00000366,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,81,49.1,Completed,44.8,36.2,54.4,16174.89,Running,30.8,48.7,5.43,11.05,Not Charging,0.0,0.0,Safe,4.63,94.53,0,4,1,50.0,589.2,162.0,11.38,43.23,30.0,825.81,123.87,701.94,40.72,169.55,37.13,247.4,454.54,55.04,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,56.1,55,75.0,114,FWD,285.0,62.42,TRIP00000367,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,Highway,36,55.31,Completed,92.3,92.0,120.0,16230.21,Running,44.1,61.9,11.93,21.57,Not Charging,0.0,0.0,Safe,5.0,99.84,1,0,0,50.0,663.72,72.0,38.97,49.63,50.0,824.32,123.65,700.67,89.48,178.0,28.53,296.01,404.66,49.09,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,59.78,55,75.0,114,FWD,285.0,82.79,TRIP00000368,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,Highway,6,10.0,Completed,118.6,94.8,119.5,16240.21,Running,38.5,66.8,1.73,17.33,Not Charging,0.0,0.0,Safe,4.25,86.67,4,0,0,50.0,120.0,12.0,8.83,10.24,30.0,171.07,25.66,145.41,12.98,108.45,22.74,144.17,1.24,0.72,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,64.99,55,75.0,114,FWD,285.0,142.05,TRIP00000369,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,106,72.51,Completed,51.6,41.2,52.6,16312.72,Running,27.1,42.4,7.96,10.98,Not Charging,0.0,0.0,Moderate,4.77,98.48,0,4,4,50.0,870.12,212.0,37.23,57.37,0.0,1226.72,184.01,1042.71,59.7,161.75,25.03,246.48,796.23,64.91,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,67.26,55,75.0,114,FWD,285.0,124.46,TRIP00000370,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,60,36.51,Completed,21.2,36.4,56.6,16349.23,Running,33.1,37.4,4.74,12.97,Not Charging,0.0,0.0,Safe,4.25,86.6,0,3,3,50.0,438.12,120.0,6.36,28.92,0.0,643.4,96.51,546.89,35.55,127.3,15.34,178.19,368.7,57.3,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,57.56,55,75.0,114,FWD,285.0,112.4,TRIP00000371,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,98,55.67,Completed,48.9,34.2,55.1,16404.89,Running,29.8,47.5,6.84,12.29,Charging,8.0,64.02,Safe,4.65,87.05,0,1,2,50.0,668.04,196.0,0.51,43.43,0.0,957.98,143.7,814.28,51.3,148.75,37.99,238.04,576.24,60.15,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,44.66,55,75.0,114,FWD,285.0,82.07,TRIP00000372,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,250,92.81,Completed,32.9,22.3,46.8,16497.7,Running,34.2,47.6,12.12,13.06,Not Charging,0.0,0.0,Moderate,4.48,96.3,0,3,3,50.0,1113.72,500.0,27.36,71.05,20.0,1742.13,261.32,1480.81,90.9,174.75,15.02,280.67,1200.14,68.89,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,53.88,55,75.0,114,FWD,285.0,125.79,TRIP00000373,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,176,85.62,Completed,37.1,29.2,43.1,16583.32,Running,31.3,43.7,8.8,10.28,Not Charging,0.0,0.0,Normal,4.43,95.03,0,2,3,50.0,1027.44,352.0,3.72,64.76,20.0,1477.92,221.69,1256.23,66.0,169.55,33.41,268.96,987.27,66.8,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,59.46,55,75.0,114,FWD,285.0,70.26,TRIP00000374,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,Highway,47,75.59,Completed,87.5,96.5,108.3,16658.91,Running,34.1,73.8,15.35,20.31,Not Charging,0.0,0.0,Normal,3.89,79.78,4,0,1,50.0,907.08,94.0,5.49,60.23,0.0,1116.8,167.52,949.28,115.12,178.65,16.14,309.91,639.37,57.25,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,56.28,55,75.0,114,FWD,285.0,113.13,TRIP00000375,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-13,City,151,66.86,Completed,27.5,26.6,36.9,16725.77,Running,33.3,46.7,7.98,11.94,Not Charging,0.0,0.0,Moderate,4.86,98.04,0,3,2,50.0,802.32,302.0,25.97,53.01,0.0,1233.3,184.99,1048.31,59.85,159.15,21.71,240.71,807.6,65.48,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,52.28,55,75.0,114,FWD,285.0,111.04,TRIP00000376,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,City,267,116.31,Completed,24.5,26.1,44.3,16842.08,Running,33.5,48.7,13.14,11.3,Not Charging,0.0,0.0,Normal,4.61,97.01,0,3,6,50.0,1395.72,534.0,20.53,95.41,0.0,2095.66,314.35,1781.31,98.55,243.65,42.16,384.36,1396.95,66.66,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,41.58,55,75.0,114,FWD,285.0,50.76,TRIP00000377,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,Highway,48,83.65,Completed,102.8,103.5,113.9,16925.73,Running,43.4,59.2,16.45,19.66,Not Charging,0.0,0.0,Safe,4.64,87.28,4,2,0,50.0,1003.8,96.0,28.08,70.29,50.0,1198.17,179.73,1018.44,123.38,205.3,40.98,369.66,648.78,54.15,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,47.89,55,75.0,114,FWD,285.0,85.77,TRIP00000378,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,City,14,10.0,Completed,22.5,44.3,64.9,16935.73,Running,30.3,43.0,1.34,13.4,Not Charging,0.0,0.0,Aggressive,4.64,97.3,1,5,3,50.0,120.0,28.0,46.86,12.64,30.0,227.5,34.12,193.38,10.05,111.7,37.96,159.71,33.67,14.8,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,37.77,55,75.0,114,FWD,285.0,44.44,TRIP00000379,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,Highway,15,20.12,Completed,79.4,78.6,103.0,16955.85,Running,33.7,62.1,4.1,20.4,Not Charging,0.0,0.0,Normal,4.52,94.44,2,0,1,50.0,241.44,30.0,0.22,18.08,0.0,339.74,50.96,288.78,30.75,122.75,41.61,195.11,93.67,27.57,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,69.95,55,75.0,114,FWD,285.0,130.85,TRIP00000380,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,City,117,58.01,Completed,12.9,29.8,51.7,17013.86,Running,32.2,42.9,7.44,12.83,Not Charging,0.0,0.0,Safe,3.88,87.79,0,1,6,50.0,696.12,234.0,26.38,48.22,0.0,1054.72,158.21,896.51,55.8,162.4,31.91,250.11,646.4,61.29,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,52.08,55,75.0,114,FWD,285.0,92.72,TRIP00000381,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,City,49,34.89,Completed,34.2,42.3,55.2,17048.76,Running,30.6,48.6,4.7,13.48,Not Charging,0.0,0.0,Moderate,4.36,88.45,0,1,4,50.0,418.68,98.0,6.8,29.47,0.0,602.95,90.44,512.51,35.25,137.05,31.65,203.95,308.56,51.18,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,35.55,55,75.0,114,FWD,285.0,48.53,TRIP00000382,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,Highway,67,83.22,Completed,85.8,74.8,93.6,17131.98,Running,33.6,51.7,14.63,17.58,Not Charging,0.0,0.0,Normal,4.76,99.31,1,0,0,50.0,998.64,134.0,6.92,67.98,0.0,1257.54,188.63,1068.91,109.72,198.8,21.91,330.43,738.48,58.72,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,51.71,55,75.0,114,FWD,285.0,61.53,TRIP00000383,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,Highway,34,59.84,Completed,115.9,104.1,120.0,17191.83,Running,35.3,65.0,12.07,20.17,Not Charging,0.0,0.0,Normal,4.94,91.68,0,2,0,50.0,718.08,68.0,10.94,48.05,30.0,865.07,129.76,735.31,90.52,159.15,26.35,276.02,459.29,53.09,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,66.14,55,75.0,114,FWD,285.0,85.99,TRIP00000384,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,Highway,61,77.17,Completed,76.1,76.3,104.7,17268.99,Running,33.9,57.9,14.25,18.46,Not Charging,0.0,0.0,Normal,4.47,86.88,1,0,0,50.0,926.04,122.0,19.81,66.79,30.0,1154.64,173.2,981.44,106.88,210.5,20.43,337.81,643.63,55.74,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,67.62,55,75.0,114,FWD,285.0,77.28,TRIP00000385,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-14,Highway,45,82.25,Completed,111.2,109.0,120.0,17351.25,Running,39.3,65.3,17.27,21.0,Not Charging,0.0,0.0,Moderate,4.72,92.64,1,0,1,50.0,987.0,90.0,31.14,67.31,0.0,1225.45,183.82,1041.63,129.52,190.35,33.0,352.87,688.76,56.2,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,55.5,55,75.0,114,FWD,285.0,64.13,TRIP00000386,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,32,55.87,Completed,104.5,103.7,117.4,17407.12,Running,43.5,57.6,11.6,20.77,Not Charging,0.0,0.0,Normal,4.47,84.16,1,1,0,50.0,670.44,64.0,38.22,49.03,20.0,851.69,127.75,723.94,87.0,172.15,18.32,277.47,446.47,52.42,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,59.77,55,75.0,114,FWD,285.0,140.77,TRIP00000387,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,City,52,31.03,Completed,49.3,35.8,49.7,17438.15,Running,25.2,43.2,3.16,10.19,Not Charging,0.0,0.0,Safe,4.31,80.67,1,2,2,50.0,372.36,104.0,26.67,26.35,50.0,529.38,79.41,449.97,23.7,125.35,44.89,193.94,256.03,48.36,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,53.53,55,75.0,114,FWD,285.0,99.75,TRIP00000388,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,City,72,48.19,Completed,45.1,39.9,57.6,17486.34,Running,32.2,47.3,6.21,12.88,Not Charging,0.0,0.0,Moderate,4.48,88.41,0,5,1,50.0,578.28,144.0,1.15,39.57,0.0,813.0,121.95,691.05,46.58,152.65,34.39,233.62,457.43,56.26,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,40.58,55,75.0,114,FWD,285.0,56.39,TRIP00000389,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,45,67.37,Completed,86.3,90.0,115.7,17553.71,Running,35.9,52.7,11.63,17.27,Not Charging,0.0,0.0,Normal,4.66,95.35,2,0,0,50.0,808.44,90.0,12.82,56.36,50.0,967.62,145.14,822.48,87.22,183.2,28.63,299.05,523.43,54.09,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,43.11,55,75.0,114,FWD,285.0,60.51,TRIP00000390,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,46,84.37,Completed,101.3,109.3,120.0,17638.08,Running,33.6,57.7,14.43,17.1,Not Charging,0.0,0.0,Moderate,4.89,90.75,2,0,1,50.0,1012.44,92.0,2.44,67.74,0.0,1224.62,183.69,1040.93,108.22,194.25,25.1,327.57,713.36,58.25,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,70.59,55,75.0,114,FWD,285.0,83.42,TRIP00000391,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,97,120.0,Completed,78.6,73.9,95.5,17758.08,Running,36.0,70.5,24.37,20.31,Not Charging,0.0,0.0,Safe,4.63,93.88,4,1,0,50.0,1440.0,194.0,14.27,91.81,50.0,1740.08,261.01,1479.07,182.78,207.9,43.53,434.21,1044.86,60.05,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,66.71,55,75.0,114,FWD,285.0,131.66,TRIP00000392,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,City,53,29.03,Completed,22.3,32.6,47.5,17787.11,Running,34.9,47.5,3.53,12.16,Not Charging,0.0,0.0,Aggressive,4.15,80.54,0,3,5,50.0,348.36,106.0,23.79,27.11,50.0,505.26,75.79,429.47,26.48,139.0,23.44,188.92,240.55,47.61,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,50.98,55,75.0,114,FWD,285.0,91.99,TRIP00000393,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,City,145,83.35,Completed,49.1,34.4,57.3,17870.46,Running,33.7,39.8,11.09,13.3,Not Charging,0.0,0.0,Normal,4.44,86.04,0,3,4,50.0,1000.2,290.0,36.47,70.83,30.0,1417.5,212.62,1204.88,83.18,207.25,29.33,319.76,885.12,62.44,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,61.16,55,75.0,114,FWD,285.0,76.05,TRIP00000394,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,53,72.27,Completed,73.1,82.1,105.8,17942.73,Running,36.5,54.6,13.95,19.3,Not Charging,0.0,0.0,Normal,4.43,83.75,5,1,0,50.0,867.24,106.0,8.74,60.8,30.0,1062.78,159.42,903.36,104.62,194.25,43.35,342.22,561.14,52.8,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,56.18,55,75.0,114,FWD,285.0,112.08,TRIP00000395,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,City,58,31.01,Completed,40.3,32.3,49.4,17973.74,Running,25.5,50.0,3.73,12.03,Not Charging,0.0,0.0,Normal,4.24,84.66,0,1,8,50.0,372.12,116.0,22.86,27.45,20.0,568.43,85.26,483.17,27.98,133.8,26.98,188.76,294.41,51.79,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,53.02,55,75.0,114,FWD,285.0,65.8,TRIP00000396,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,59,93.44,Completed,106.3,95.5,112.3,18067.17,Running,43.4,54.4,18.07,19.34,Not Charging,0.0,0.0,Normal,4.46,89.78,0,0,0,50.0,1121.28,118.0,27.81,70.65,0.0,1387.74,208.16,1179.58,135.52,169.55,36.75,341.82,837.76,60.37,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,63.46,55,75.0,114,FWD,285.0,74.22,TRIP00000397,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,44,61.19,Completed,71.2,84.0,101.6,18128.36,Running,40.9,70.6,12.56,20.52,Not Charging,0.0,0.0,Safe,4.68,94.0,3,0,0,50.0,734.28,88.0,1.61,50.59,30.0,894.48,134.17,760.31,94.2,173.45,23.45,291.1,469.21,52.46,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,59.45,55,75.0,114,FWD,285.0,117.34,TRIP00000398,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,City,126,52.13,Completed,20.4,24.9,46.9,18180.49,Running,34.3,47.6,6.34,12.16,Not Charging,0.0,0.0,Moderate,4.29,85.32,0,3,4,50.0,625.56,252.0,17.11,42.13,0.0,986.8,148.02,838.78,47.55,148.75,36.73,233.03,605.75,61.39,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,48.67,55,75.0,114,FWD,285.0,55.28,TRIP00000399,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,61,109.35,Completed,94.7,107.1,120.0,18289.84,Running,34.8,56.5,23.11,21.13,Charging,17.96,143.72,Moderate,4.5,85.28,5,0,0,50.0,1312.2,122.0,15.65,82.09,0.0,1581.94,237.29,1344.65,173.32,185.8,41.44,400.56,944.09,59.68,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV002,D002,Tata,Tiago EV,Hatchback,24.0,50.09,55,75.0,114,FWD,285.0,68.97,TRIP00000400,Vivaan Patel,9,driver2@gmail.com,Driver@2,TN01EV00002,1580.0,2026-01-15,Highway,30,36.22,Completed,72.5,72.6,101.2,18326.06,Running,36.5,58.3,6.31,17.43,Not Charging,0.0,0.0,Safe,4.01,76.88,2,0,1,50.0,434.64,60.0,28.27,31.15,0.0,604.06,90.61,513.45,47.32,135.75,37.82,220.89,292.56,48.43,No,Brake Service,Completed,2026-06-28,2026-05-07,2026-09-12,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV003,D003,Tata,Tiago EV,Hatchback,24.0,60.64,55,75.0,114,FWD,285.0,142.54,TRIP00000401,Aditya Verma,10,driver3@gmail.com,Driver@3,TN01EV00003,1580.0,2026-01-01,City,124,78.92,Completed,10.7,38.1,56.8,5768.73,Running,27.0,46.0,8.06,10.21,Not Charging,0.0,0.0,Moderate,4.24,80.97,1,3,2,50.0,947.04,248.0,2.1,65.86,50.0,1263.0,189.45,1073.55,60.45,203.35,34.72,298.52,775.03,61.36,No,Tire Rotation,Completed,2026-07-26,2026-05-20,2026-09-27,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV003,D003,Tata,Tiago EV,Hatchback,24.0,69.83,55,75.0,114,FWD,285.0,86.7,TRIP00000402,Aditya Verma,10,driver3@gmail.com,Driver@3,TN01EV00003,1580.0,2026-01-01,Highway,58,89.25,Completed,81.4,92.0,114.6,5857.98,Running,40.6,63.5,17.25,19.33,Not Charging,0.0,0.0,Normal,4.81,86.82,0,0,1,50.0,1071.0,116.0,34.37,69.17,0.0,1340.54,201.08,1139.46,129.38,174.1,29.67,333.15,806.31,60.15,No,Tire Rotation,Completed,2026-07-26,2026-05-20,2026-09-27,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV003,D003,Tata,Tiago EV,Hatchback,24.0,61.34,55,75.0,114,FWD,285.0,116.19,TRIP00000403,Aditya Verma,10,driver3@gmail.com,Driver@3,TN01EV00003,1580.0,2026-01-01,City,78,35.3,Completed,14.6,27.0,48.6,5893.29,Running,25.5,40.8,4.47,12.67,Not Charging,0.0,0.0,Aggressive,4.31,85.64,0,5,2,50.0,423.6,156.0,69.74,31.37,0.0,730.71,109.61,621.1,33.52,127.3,30.9,191.72,429.38,58.76,No,Tire Rotation,Completed,2026-07-26,2026-05-20,2026-09-27,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV003,D003,Tata,Tiago EV,Hatchback,24.0,59.9,55,75.0,114,FWD,285.0,68.56,TRIP00000404,Aditya Verma,10,driver3@gmail.com,Driver@3,TN01EV00003,1580.0,2026-01-01,Highway,30,47.5,Completed,98.0,93.6,119.4,5940.78,Running,33.6,60.6,9.96,20.97,Not Charging,0.0,0.0,Normal,3.96,82.6,4,0,0,50.0,570.0,60.0,2.51,39.53,30.0,692.04,103.81,588.23,74.7,154.6,30.27,259.57,328.66,47.49,No,Tire Rotation,Completed,2026-07-26,2026-05-20,2026-09-27,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
EV003,D003,Tata,Tiago EV,Hatchback,24.0,62.69,55,75.0,114,FWD,285.0,135.67,TRIP00000405,Aditya Verma,10,driver3@gmail.com,Driver@3,TN01EV00003,1580.0,2026-01-01,City,253,86.87,Completed,32.5,20.6,35.6,6027.66,Running,25.1,37.5,9.63,11.09,Not Charging,0.0,0.0,Moderate,4.5,92.83,0,3,5,50.0,1042.44,506.0,12.49,70.45,20.0,1661.38,249.21,1412.17,72.23,198.8,16.48,287.51,1124.66,67.69,No,Tire Rotation,Completed,2026-07-26,2026-05-20,2026-09-27,11.2,120.0,3825,1684,1562,2400,240,1155.0,425.0
